Car Name,Distance,Owner,Fuel,Location,Drive,Type,car_age
Maruti Baleno,35748,1,PETROL,MP-09,Manual,HatchBack,8
Maruti Wagon R 1.0,94753,1,PETROL,TN-37,Manual,HatchBack,7
Maruti Swift,49602,2,PETROL,TS-33,Manual,HatchBack,7
Maruti New Wagon-R,23040,1,CNG,DL-11,Manual,HatchBack,4
Honda Brio,41595,2,PETROL,MP-09,Manual,HatchBack,9
Hyundai NEW SANTRO,15578,2,PETROL,PB-12,Manual,HatchBack,4
Maruti IGNIS,88087,2,CNG,GJ-02,Automatic,HatchBack,7
Renault Kwid,51237,2,PETROL,TS-15,Automatic,HatchBack,5
Renault Kwid,89494,2,PETROL,GJ-17,Manual,HatchBack,8
Maruti Wagon R 1.0,30769,1,CNG,MH-02,Manual,HatchBack,6
Maruti Swift,64751,1,DIESEL,MH-03,Manual,HatchBack,9
Renault Kiger,15105,2,PETROL,KA-04,Manual,HatchBack,3
Hyundai Xcent,42266,2,PETROL,TN-22,Manual,Sedan,6
Honda Amaze,37243,1,DIESEL,WB-02,Automatic,Sedan,9
Hyundai Verna,76915,2,PETROL,HR-26,Manual,Sedan,11
Hyundai i20 Active,96408,1,DIESEL,TS-11,Manual,HatchBack,5
Hyundai Elite i20,72961,1,PETROL,KA-51,Manual,HatchBack,9
Hyundai NEW SANTRO,40964,1,PETROL,WB-08,Manual,HatchBack,3
Hyundai Elite i20,51237,1,PETROL,HR-26,Manual,HatchBack,5
Honda Brio,67656,2,PETROL,DL-1C,Manual,HatchBack,11
Maruti Swift Dzire,90480,1,PETROL,UP-32,Manual,Sedan,8
Maruti Alto 800,19819,2,PETROL,KL-29,Manual,HatchBack,9
Maruti Alto 800,22042,1,PETROL,KA-02,Manual,HatchBack,8
Hyundai Xcent,31133,1,PETROL,DL-8C,Manual,Sedan,6
Maruti Alto,35375,1,PETROL,TN-12,Manual,HatchBack,4
Maruti Baleno,27310,2,PETROL,RJ-45,Manual,HatchBack,5
Maruti Baleno,21202,1,PETROL,DL-8C,Manual,HatchBack,5
Maruti Swift Dzire,39991,1,PETROL,TS-07,Manual,Sedan,8
Hyundai Verna,71137,2,DIESEL,MH-14,Manual,Sedan,3
Maruti Wagon R 1.0,59340,1,CNG,MH-43,Manual,HatchBack,7
Honda City,100774,3,DIESEL,KA-16,Manual,Sedan,9
Maruti Wagon R 1.0,30418,2,PETROL,TN-06,Manual,HatchBack,11
Hyundai Grand i10,32367,1,PETROL,MP-04,Manual,HatchBack,7
Hyundai New Elantra,99120,1,DIESEL,KA-02,Automatic,Lux_sedan,8
Maruti Wagon R 1.0,30906,1,PETROL,MH-16,Manual,HatchBack,11
Hyundai i20,67473,2,PETROL,DL-3C,Manual,HatchBack,14
Maruti Baleno,13053,1,PETROL,HR-26,Manual,HatchBack,7
Tata Tiago,10215,1,PETROL,TS-08,Manual,HatchBack,8
Honda BR-V,46532,1,DIESEL,UP-16,Manual,SUV,5
Hyundai Elite i20,97274,1,DIESEL,TS-07,Manual,HatchBack,6
Hyundai NEW SANTRO,80968,1,CNG,HR-36,Manual,HatchBack,5
Hyundai AURA,51452,1,DIESEL,UP-32,Manual,Sedan,4
Maruti Swift,56753,2,PETROL,HR-51,Manual,HatchBack,10
Honda Brio,18554,1,PETROL,MH-43,Manual,HatchBack,9
Maruti Celerio,38439,1,PETROL,RJ-51,Manual,HatchBack,5
Honda Amaze,16645,1,PETROL,DL-10,Manual,Sedan,5
Maruti Baleno,22521,1,PETROL,MP-09,Manual,HatchBack,3
Maruti Ertiga,52106,1,PETROL,MH-05,Manual,SUV,10
Maruti New Wagon-R,31320,1,PETROL,TS-19,Automatic,HatchBack,3
Honda City,78752,2,DIESEL,KA-41,Automatic,Sedan,8
Maruti Wagon R 1.0,70766,1,PETROL,DL-8C,Manual,HatchBack,9
Renault Kwid,25085,1,PETROL,DL-3C,Manual,HatchBack,5
Maruti New Wagon-R,36430,1,CNG,UP-78,Manual,HatchBack,3
Toyota Corolla Altis,96186,3,CNG,GJ-01,Automatic,Lux_sedan,7
Maruti Baleno,25387,2,PETROL,GJ-06,Automatic,HatchBack,5
Maruti Swift,60559,1,PETROL,RJ-14,Manual,HatchBack,9
Maruti Celerio,69437,3,PETROL,TN-11,Manual,HatchBack,8
Volkswagen Polo,90305,1,PETROL,TN-23,Manual,HatchBack,8
Maruti IGNIS,89322,1,CNG,GJ-27,Manual,HatchBack,6
Maruti Swift,15466,1,PETROL,KA-05,Automatic,HatchBack,6
Hyundai i10,82416,1,PETROL,KA-03,Manual,HatchBack,14
Ford Ecosport,92975,1,PETROL,DL-10,Automatic,SUV,9
Maruti Alto 800,66948,2,PETROL,TS-15,Manual,HatchBack,8
Maruti Alto,24952,1,PETROL,UP-78,Manual,HatchBack,4
Maruti Swift,95808,1,PETROL,MH-14,Automatic,HatchBack,5
Hyundai i10,29182,2,PETROL,MH-01,Manual,HatchBack,12
Maruti New Wagon-R,51781,1,PETROL,TS-08,Manual,HatchBack,4
Hyundai Grand i10,103089,1,CNG,GJ-06,Manual,HatchBack,9
Tata Harrier,35382,1,DIESEL,GJ-18,Automatic,SUV,2
Maruti Alto,20759,1,PETROL,TS-29,Manual,HatchBack,3
Maruti A Star,47148,1,PETROL,DL-3C,Manual,HatchBack,14
Renault TRIBER,31661,1,PETROL,TS-07,Manual,SUV,5
Maruti Baleno,43112,1,PETROL,MH-02,Manual,HatchBack,8
Maruti New Wagon-R,44769,1,CNG,UP-78,Manual,HatchBack,3
Hyundai Elite i20,62148,2,PETROL,DL-4C,Manual,HatchBack,7
Tata ALTROZ,15530,1,PETROL,TS-10,Manual,HatchBack,3
Hyundai i20,77526,1,PETROL,KA-04,Manual,HatchBack,10
Renault Kwid,82700,1,PETROL,TN-73,Manual,HatchBack,8
Maruti New Wagon-R,62629,1,CNG,DL-8C,Manual,HatchBack,4
Maruti Swift,21547,2,PETROL,HR-26,Automatic,HatchBack,3
Maruti Swift,69232,1,PETROL,TN-18,Manual,HatchBack,9
Maruti Celerio X,38415,1,PETROL,CH-01,Automatic,HatchBack,6
Maruti Swift,25854,1,PETROL,MP-09,Manual,HatchBack,5
Maruti Swift,8638,1,PETROL,GJ-06,Manual,HatchBack,4
Hyundai i10,57656,1,PETROL,MH-14,Manual,HatchBack,11
Maruti Alto,24888,1,PETROL,TN-57,Manual,HatchBack,5
Maruti Wagon R 1.0,21917,2,PETROL,TN-02,Manual,HatchBack,10
Maruti A Star,47221,2,PETROL,MH-01,Automatic,HatchBack,12
Tata TIGOR,40031,1,PETROL,DL-2C,Manual,Sedan,6
Hyundai Elite i20,44230,2,PETROL,WB-06,Manual,HatchBack,8
Maruti Dzire,40400,1,PETROL,GJ-13,Manual,Sedan,5
Maruti Celerio,74424,3,PETROL,TS-07,Automatic,HatchBack,9
Hyundai Santro Xing,84084,1,PETROL,KA-05,Manual,HatchBack,14
KIA SONET,11425,1,PETROL,UP-16,Manual,SUV,3
Maruti Swift,80776,1,DIESEL,MH-04,Manual,HatchBack,7
Honda Brio,97335,2,PETROL,KA-22,Manual,HatchBack,12
Hyundai Verna,37717,1,PETROL,MH-02,Manual,Sedan,7
Hyundai Grand i10,35707,1,PETROL,MH-12,Manual,HatchBack,7
Hyundai Elite i20,91609,1,PETROL,TN-85,Manual,HatchBack,6
Hyundai i10,88128,3,CNG,GJ-05,Manual,HatchBack,12
Maruti Swift,47004,1,PETROL,MP-09,Manual,HatchBack,6
Maruti New Wagon-R,30766,1,CNG,TS-08,Manual,HatchBack,3
Maruti Swift Dzire,17387,2,PETROL,KA-03,Manual,Sedan,11
Hyundai Eon,26858,1,PETROL,GJ-05,Manual,HatchBack,6
Maruti Alto K10,55446,1,PETROL,HR-26,Manual,HatchBack,8
Honda Amaze,52597,2,PETROL,TS-09,Manual,Sedan,10
Maruti Ciaz,70473,1,DIESEL,UP-14,Manual,Sedan,9
Maruti Baleno,41947,1,PETROL,DL-6C,Manual,HatchBack,7
Maruti Wagon R 1.0,54472,1,CNG,MH-12,Manual,HatchBack,6
Tata Tiago,29600,1,PETROL,MP-04,Manual,HatchBack,4
Maruti Dzire,86017,1,PETROL,TS-10,Manual,Sedan,7
Maruti Celerio,68755,3,CNG,MH-48,Manual,HatchBack,9
Maruti Swift Dzire,44495,1,PETROL,WB-02,Manual,Sedan,11
Honda Amaze,46411,1,PETROL,DL-9C,Manual,Sedan,8
Maruti Swift Dzire,55432,1,PETROL,DL-4C,Manual,Sedan,11
Tata Tiago,46139,2,PETROL,KA-03,Manual,HatchBack,6
Mahindra Thar,10290,2,PETROL,TS-07,Automatic,SUV,3
Maruti Swift,90804,1,PETROL,KA-51,Manual,HatchBack,6
Datsun Redi Go,3635,1,PETROL,PB-02,Manual,HatchBack,3
Honda Brio,27699,1,PETROL,PB-10,Automatic,HatchBack,8
Hyundai Eon,89559,1,PETROL,AP-28,Manual,HatchBack,11
Hyundai NEW SANTRO,24565,1,CNG,HR-26,Manual,HatchBack,3
Maruti Ciaz,64130,2,PETROL,KA-06,Manual,Sedan,7
Honda WR-V,44004,2,DIESEL,TN-07,Manual,SUV,6
Hyundai Elite i20,39478,1,PETROL,TS-13,Manual,HatchBack,6
Maruti Swift,84289,2,PETROL,TN-07,Manual,HatchBack,7
Maruti Baleno,37288,1,PETROL,CH-01,Manual,HatchBack,3
Volkswagen Polo,66057,2,PETROL,MH-03,Automatic,HatchBack,8
Honda Jazz,66075,1,DIESEL,WB-02,Manual,HatchBack,7
Honda Brio,66051,1,PETROL,DL-3C,Manual,HatchBack,10
Maruti Vitara Brezza,43109,1,DIESEL,DL-3C,Manual,SUV,6
Toyota Glanza,20361,1,PETROL,DL-8C,Manual,HatchBack,5
Hyundai Grand i10,20552,1,PETROL,UP-78,Manual,HatchBack,5
Hyundai Grand i10,32594,1,PETROL,HR-26,Manual,HatchBack,8
Maruti Swift,50479,2,PETROL,RJ-45,Manual,HatchBack,6
Maruti Wagon R 1.0,21598,1,PETROL,MH-47,Manual,HatchBack,9
Maruti Celerio,61337,1,PETROL,TS-08,Automatic,HatchBack,8
Maruti Baleno,47935,1,PETROL,HR-26,Manual,HatchBack,5
Maruti Vitara Brezza,99232,1,DIESEL,KA-50,Manual,SUV,8
Hyundai Grand i10,44390,1,PETROL,TS-07,Manual,HatchBack,7
Hyundai Elite i20,63899,1,PETROL,CH-01,Manual,HatchBack,7
Maruti Celerio,8143,1,PETROL,MP-04,Manual,HatchBack,2
Maruti Wagon R 1.0,46335,2,PETROL,TS-08,Manual,HatchBack,8
Maruti Baleno,28584,1,PETROL,GJ-18,Manual,HatchBack,7
Mahindra XUV500,79282,2,DIESEL,GJ-23,Automatic,Lux_SUV,7
Honda WR-V,81348,1,DIESEL,TN-05,Manual,SUV,7
Maruti Alto,14359,2,PETROL,DL-3C,Manual,HatchBack,13
Maruti Dzire,55864,1,PETROL,MH-12,Manual,Sedan,6
Maruti Zen Estilo,15432,1,PETROL,DL-3C,Manual,HatchBack,12
Renault Kwid,17102,1,PETROL,MH-29,Manual,HatchBack,3
Hyundai NEW SANTRO,48344,1,CNG,HR-51,Manual,HatchBack,5
Maruti Swift,74040,2,PETROL,DL-8C,Manual,HatchBack,13
Hyundai i10,83410,3,PETROL,AP-09,Automatic,HatchBack,14
Hyundai NEW I20 N LINE,23899,1,PETROL,TN-12,Automatic,HatchBack,3
Maruti Ciaz,36611,1,PETROL,GJ-06,Manual,Sedan,7
Maruti Alto K10,29034,2,CNG,PB-13,Manual,HatchBack,8
Renault Kwid,47400,2,PETROL,TN-64,Automatic,HatchBack,7
Honda City,55536,1,PETROL,DL-1C,Manual,Sedan,6
Hyundai Grand i10,70864,1,PETROL,KA-02,Automatic,HatchBack,9
Toyota Corolla Altis,65829,1,PETROL,MH-12,Automatic,Lux_sedan,10
Maruti Swift,10887,1,PETROL,KA-04,Manual,HatchBack,8
Tata Tiago,41852,2,PETROL,UP-32,Manual,HatchBack,6
Hyundai Eon,74129,1,PETROL,KA-51,Manual,HatchBack,8
Honda City,96271,1,PETROL,DL-3C,Manual,Sedan,11
Tata Tiago,27518,1,PETROL,TN-14,Manual,HatchBack,4
Tata NEXON,93639,1,DIESEL,GJ-01,Manual,SUV,4
Maruti Baleno,47741,2,PETROL,TS-12,Manual,HatchBack,8
Renault Kwid,53600,3,PETROL,TN-55,Manual,HatchBack,6
Hyundai Grand i10,96601,2,PETROL,HR-12,Manual,HatchBack,10
Hyundai Grand i10,30527,1,PETROL,MP-04,Automatic,HatchBack,8
Maruti S Cross,113791,2,DIESEL,GJ-04,Manual,SUV,7
Renault Kwid,44904,2,PETROL,HR-29,Manual,HatchBack,4
Maruti Swift,97229,1,PETROL,RJ-45,Manual,HatchBack,6
Datsun Redi Go,45531,1,PETROL,MH-04,Automatic,HatchBack,6
Hyundai Grand i10,61193,1,DIESEL,MH-15,Manual,HatchBack,7
Renault Kwid,6592,1,PETROL,DL-14,Automatic,HatchBack,2
Maruti Wagon R 1.0,78854,1,CNG,MH-02,Manual,HatchBack,7
Hyundai NEW SANTRO,20113,1,PETROL,GJ-08,Manual,HatchBack,2
Tata Tiago,37301,1,PETROL,BR-01,Automatic,HatchBack,3
Maruti Swift,74268,1,PETROL,KA-51,Manual,HatchBack,12
Maruti Alto 800,74195,1,PETROL,TS-07,Manual,HatchBack,7
Mahindra Bolero,11649,1,DIESEL,BR-31,Manual,SUV,2
Hyundai i10,69263,2,PETROL,KA-03,Automatic,HatchBack,11
Ford FREESTYLE,9350,1,PETROL,TN-19,Manual,SUV,3
Hyundai AURA,8584,1,PETROL,DL-10,Manual,Sedan,2
Hyundai Creta,37437,1,PETROL,MH-01,Automatic,SUV,6
Honda BR-V,83623,1,PETROL,TS-07,Automatic,SUV,7
Tata Tiago,110696,1,DIESEL,MP-09,Manual,HatchBack,7
Honda City,40502,1,DIESEL,MP-09,Manual,Sedan,7
Maruti S Cross,99331,2,DIESEL,UP-32,Manual,SUV,7
Hyundai Grand i10,47720,1,PETROL,GJ-01,Manual,HatchBack,9
Maruti Swift,69176,1,PETROL,CH-01,Manual,HatchBack,6
Tata Hexa,77208,1,DIESEL,DL-7C,Automatic,SUV,6
Nissan Micra,75961,1,PETROL,GJ-01,Automatic,HatchBack,9
Maruti Swift,24119,1,PETROL,DL-6C,Manual,HatchBack,12
Honda WR-V,30194,2,PETROL,UP-32,Manual,SUV,6
Hyundai i10,98297,2,PETROL,KA-05,Manual,HatchBack,11
Volkswagen Polo,63221,2,PETROL,GJ-05,Manual,HatchBack,6
Volkswagen Polo,83286,1,PETROL,GJ-01,Manual,HatchBack,7
Maruti Wagon R 1.0,35496,1,CNG,MH-47,Manual,HatchBack,6
Maruti Dzire,65664,1,PETROL,MH-03,Automatic,Sedan,5
Hyundai Verna,44784,3,PETROL,AP-09,Manual,Sedan,12
Tata NEXON,61107,2,DIESEL,GJ-05,Automatic,SUV,6
Maruti Wagon R 1.0,71761,1,PETROL,MH-50,Manual,HatchBack,8
Maruti Dzire,67448,2,PETROL,MH-01,Manual,Sedan,7
Hyundai GRAND I10 NIOS,22401,1,PETROL,UP-16,Automatic,HatchBack,5
Maruti IGNIS,40066,1,PETROL,RJ-45,Automatic,HatchBack,5
Maruti XL6,10259,1,PETROL,PB-65,Automatic,SUV,2
Toyota Corolla Altis,69278,2,PETROL,DL-4C,Manual,Lux_sedan,14
Honda Civic,42457,1,PETROL,KA-22,Automatic,Sedan,4
Hyundai Grand i10,66080,1,PETROL,TN-11,Manual,HatchBack,7
Datsun Redi Go,12199,1,PETROL,KL-08,Manual,HatchBack,3
Maruti Swift,39046,1,PETROL,HR-76,Manual,HatchBack,7
Hyundai Verna,47897,1,DIESEL,GJ-18,Manual,Sedan,6
Hyundai NEW SANTRO,12713,1,PETROL,UP-78,Manual,HatchBack,5
Maruti Wagon R 1.0,41338,2,CNG,GJ-36,Automatic,HatchBack,6
Renault Duster,75114,2,DIESEL,HR-26,Automatic,SUV,6
Maruti Wagon R 1.0,88437,1,PETROL,GJ-01,Manual,HatchBack,7
Maruti S PRESSO,24447,1,CNG,UP-32,Manual,HatchBack,3
Tata NEXON,13767,1,PETROL,TN-73,Automatic,SUV,3
Tata ALTROZ,35172,1,PETROL,KA-05,Manual,HatchBack,3
Hyundai Grand i10,71822,2,PETROL,MH-12,Automatic,HatchBack,8
Maruti Swift,61212,2,DIESEL,GJ-03,Manual,HatchBack,6
Hyundai NEW I20,17575,1,PETROL,MH-03,Manual,HatchBack,2
Toyota YARIS,22528,2,PETROL,KA-01,Automatic,Sedan,6
Maruti S Cross,5574,1,PETROL,UP-14,Manual,SUV,4
Hyundai Creta,63613,1,PETROL,TS-09,Automatic,SUV,7
Maruti New Wagon-R,35732,2,CNG,HR-29,Manual,HatchBack,5
Hyundai Creta,38650,1,DIESEL,HR-26,Automatic,SUV,6
Honda Jazz,29558,1,PETROL,MH-05,Automatic,HatchBack,7
Mahindra XUV500,38130,2,DIESEL,DL-12,Automatic,Lux_SUV,6
Hyundai Eon,25039,1,PETROL,DL-12,Manual,HatchBack,7
Honda CRV,53014,1,PETROL,GJ-06,Automatic,Lux_SUV,7
Maruti Baleno,63142,1,PETROL,GJ-15,Manual,HatchBack,8
Renault Kwid,47471,2,PETROL,TN-03,Manual,HatchBack,8
Hyundai i10,91194,3,PETROL,MH-01,Manual,HatchBack,14
Maruti Wagon R 1.0,40437,1,CNG,MH-43,Manual,HatchBack,6
Hyundai VENUE,88515,1,DIESEL,HR-29,Manual,SUV,5
Renault TRIBER,89824,1,PETROL,TS-33,Manual,SUV,4
Nissan Micra,51507,2,PETROL,KL-41,Automatic,HatchBack,6
Maruti Baleno,77995,1,PETROL,KA-53,Automatic,HatchBack,7
Maruti S PRESSO,16563,1,PETROL,PB-27,Manual,HatchBack,3
Hyundai i20 Active,95852,2,PETROL,MH-31,Manual,HatchBack,9
Maruti Alto 800,45385,1,CNG,MH-12,Manual,HatchBack,7
Mahindra KUV 100 NXT,68942,2,PETROL,WB-08,Manual,SUV,7
Maruti Swift,43563,1,PETROL,MH-06,Manual,HatchBack,9
Maruti Swift,47771,1,DIESEL,UP-14,Manual,HatchBack,8
Hyundai Grand i10,25617,1,PETROL,KA-53,Manual,HatchBack,9
Hyundai Elite i20,35690,2,PETROL,DL-9C,Manual,HatchBack,8
Hyundai Grand i10,84969,2,DIESEL,AP-28,Manual,HatchBack,11
Honda City,47361,1,PETROL,PB-08,Manual,Sedan,10
Maruti Swift,52763,1,PETROL,MH-20,Manual,HatchBack,9
Toyota YARIS,50574,1,PETROL,MH-31,Manual,Sedan,4
Maruti Baleno,42622,1,DIESEL,DL-10,Manual,HatchBack,6
Maruti Alto 800,31933,2,PETROL,AP-28,Manual,HatchBack,10
Maruti Alto K10,33197,1,PETROL,UP-78,Manual,HatchBack,5
Ford Ecosport,72091,2,PETROL,GJ-06,Manual,SUV,7
Renault Kwid,26755,1,PETROL,KA-19,Automatic,HatchBack,3
Maruti Swift Dzire,60351,1,PETROL,UP-16,Manual,Sedan,12
Hyundai Grand i10,60019,1,CNG,GJ-01,Manual,HatchBack,5
Maruti Ciaz,84335,1,DIESEL,GJ-27,Manual,Sedan,8
Hyundai Creta,82642,2,DIESEL,GJ-01,Automatic,SUV,7
Maruti New Wagon-R,95841,1,CNG,DL-2C,Manual,HatchBack,5
Maruti Dzire,73636,1,CNG,GJ-01,Automatic,Sedan,6
Hyundai Elite i20,44394,1,PETROL,HR-51,Manual,HatchBack,4
Maruti Swift,29056,1,PETROL,MH-04,Manual,HatchBack,12
Hyundai Grand i10,17925,1,PETROL,HR-26,Manual,HatchBack,5
Hyundai Verna,45232,1,PETROL,KA-53,Manual,Sedan,11
Maruti Swift,83590,2,PETROL,MH-43,Manual,HatchBack,9
Maruti New Wagon-R,32678,2,CNG,MH-46,Manual,HatchBack,3
Maruti Wagon R 1.0,51428,1,PETROL,GJ-06,Automatic,HatchBack,8
Volkswagen Vento,55652,1,PETROL,KA-25,Manual,Sedan,9
Tata Tiago,64226,2,PETROL,TS-10,Automatic,HatchBack,7
Maruti Alto 800,93264,2,PETROL,TS-08,Manual,HatchBack,6
Maruti Alto 800,21716,1,PETROL,TN-10,Manual,HatchBack,7
Tata ALTROZ,31750,2,PETROL,TS-09,Manual,HatchBack,3
Maruti Baleno,17328,2,PETROL,DL-9C,Manual,HatchBack,6
Hyundai Elite i20,48192,1,PETROL,DL-3C,Manual,HatchBack,10
Hyundai Grand i10,35617,1,PETROL,GJ-03,Manual,HatchBack,7
Ford Ecosport,45730,1,DIESEL,DL-12,Manual,SUV,6
Toyota Innova,85512,2,DIESEL,MH-12,Manual,SUV,10
Maruti Vitara Brezza,22783,2,PETROL,PB-10,Manual,SUV,2
Skoda Rapid,34715,2,PETROL,TN-09,Manual,Sedan,6
Maruti Wagon R 1.0,64500,1,CNG,MH-02,Manual,HatchBack,10
Renault Kwid,4139,1,PETROL,GJ-01,Manual,HatchBack,2
Honda Amaze,48185,1,PETROL,DL-10,Manual,Sedan,8
Hyundai Grand i10,38426,1,PETROL,KA-03,Manual,HatchBack,6
Maruti Swift Dzire,57508,1,DIESEL,AP-29,Manual,Sedan,13
Maruti Ciaz,95141,1,DIESEL,TN-18,Manual,Sedan,4
Datsun Go,67429,1,PETROL,TS-10,Manual,HatchBack,8
Mahindra XUV500,96816,2,DIESEL,GJ-06,Manual,Lux_SUV,9
Volkswagen Polo,31753,2,PETROL,GJ-17,Manual,HatchBack,5
Honda City,43865,2,DIESEL,GJ-06,Manual,Sedan,10
Maruti Alto K10,57050,1,PETROL,KA-04,Manual,HatchBack,12
Maruti Baleno,73369,2,PETROL,TN-11,Automatic,HatchBack,7
Maruti Baleno,65466,1,PETROL,GJ-06,Manual,HatchBack,8
Maruti Celerio,31605,1,PETROL,UP-16,Manual,HatchBack,3
Maruti Wagon R Stingray,87908,1,PETROL,TS-13,Manual,HatchBack,8
Maruti Wagon R 1.0,63881,1,PETROL,DL-5C,Manual,HatchBack,8
Hyundai Elite i20,50476,1,PETROL,KA-05,Manual,HatchBack,9
Maruti Swift,57616,2,PETROL,KA-05,Manual,HatchBack,9
Maruti Alto,23748,1,PETROL,TS-15,Manual,HatchBack,3
Maruti Swift,64509,1,DIESEL,HR-16,Manual,HatchBack,6
Toyota Etios Liva,106266,2,DIESEL,KA-04,Manual,HatchBack,12
Nissan Micra Active,29593,1,PETROL,MH-12,Manual,HatchBack,6
Maruti Ertiga,67739,1,DIESEL,MH-47,Manual,SUV,6
Hyundai Grand i10,36702,1,PETROL,GJ-05,Manual,HatchBack,10
Maruti Ertiga,73957,1,DIESEL,KA-51,Manual,SUV,10
Maruti Alto,52435,2,PETROL,KA-53,Manual,HatchBack,13
Hyundai Creta,64585,1,PETROL,DL-1C,Manual,SUV,7
Hyundai Elite i20,28830,1,PETROL,DL-4C,Manual,HatchBack,7
Hyundai Creta,78990,1,DIESEL,HR-36,Manual,SUV,8
Maruti Ritz,124712,1,DIESEL,KA-53,Manual,HatchBack,13
Maruti Alto K10,30446,2,PETROL,DL-9C,Manual,HatchBack,7
Honda City,99943,2,PETROL,HR-26,Manual,Sedan,5
Hyundai AURA,42009,1,PETROL,DL-10,Manual,Sedan,4
Hyundai Elite i20,49087,1,PETROL,KA-50,Manual,HatchBack,4
Hyundai i10,33326,1,PETROL,HR-51,Manual,HatchBack,13
Maruti Celerio,61791,1,CNG,MH-46,Manual,HatchBack,3
Hyundai Elite i20,48886,1,PETROL,TN-11,Manual,HatchBack,8
Maruti Celerio,42662,1,CNG,DL-8C,Manual,HatchBack,3
Hyundai i20,87845,1,PETROL,WB-06,Manual,HatchBack,14
Maruti Vitara Brezza,31247,1,DIESEL,UP-14,Manual,SUV,6
Skoda Octavia,97370,2,DIESEL,MH-14,Automatic,Lux_sedan,7
Maruti Wagon R 1.0,39201,1,PETROL,MH-47,Manual,HatchBack,8
Honda City,23358,2,PETROL,MH-12,Automatic,Sedan,9
Maruti New Wagon-R,60266,1,CNG,TS-15,Manual,HatchBack,3
Maruti Swift Dzire,88521,1,PETROL,MH-02,Automatic,Sedan,12
Maruti Swift,62617,1,PETROL,DL-3C,Manual,HatchBack,9
Maruti Alto 800,37817,1,PETROL,RJ-02,Manual,HatchBack,5
Maruti IGNIS,20764,1,PETROL,GJ-07,Manual,HatchBack,4
Nissan MAGNITE,52141,1,PETROL,UP-32,Manual,SUV,3
Maruti Baleno,35545,1,PETROL,TS-10,Manual,HatchBack,5
Honda Jazz,43371,1,PETROL,MH-47,Manual,HatchBack,8
Maruti Ciaz,64162,1,PETROL,HR-26,Manual,Sedan,8
Tata Tiago,69734,1,PETROL,KA-19,Manual,HatchBack,7
Hyundai Grand i10,26923,1,PETROL,KA-03,Manual,HatchBack,8
Maruti Wagon R 1.0,68015,1,PETROL,HR-26,Manual,HatchBack,10
Hyundai NEW I20,18568,1,PETROL,KA-53,Manual,HatchBack,4
Maruti Wagon R 1.0,70510,1,PETROL,TS-09,Manual,HatchBack,10
Tata NEXON,77243,1,PETROL,KA-51,Automatic,SUV,5
Hyundai GRAND I10 NIOS,82169,1,CNG,UP-32,Manual,HatchBack,3
Honda Brio,34456,1,PETROL,MH-03,Manual,HatchBack,8
Hyundai Elite i20,83608,1,PETROL,UP-16,Manual,HatchBack,7
Hyundai Verna,65099,2,PETROL,DL-10,Manual,Sedan,8
Hyundai NEW I20,16659,1,PETROL,PB-10,Automatic,HatchBack,3
Volkswagen Polo,62968,1,PETROL,MH-04,Manual,HatchBack,12
Maruti Swift,7159,1,PETROL,DL-3C,Manual,HatchBack,3
Maruti Swift Dzire,92951,1,DIESEL,MH-01,Manual,Sedan,11
Hyundai NEW I20,35529,1,PETROL,MH-14,Automatic,HatchBack,3
Hyundai i10,62815,2,PETROL,DL-8C,Manual,HatchBack,10
Honda City,51819,1,PETROL,TN-02,Manual,Sedan,9
Honda Amaze,66149,1,PETROL,KA-01,Manual,Sedan,9
Hyundai Creta,65655,1,PETROL,MH-47,Manual,SUV,9
Hyundai Xcent,77696,1,PETROL,MH-49,Manual,Sedan,10
Maruti Ciaz,65759,1,PETROL,KA-20,Automatic,Sedan,6
Maruti Alto K10,62437,2,PETROL,AP-28,Manual,HatchBack,11
Maruti Ritz,57364,2,PETROL,KA-02,Manual,HatchBack,13
Maruti Ritz,84623,1,PETROL,KA-04,Manual,HatchBack,13
Renault Kwid,20733,1,PETROL,GJ-05,Automatic,HatchBack,3
Maruti Baleno,54743,1,PETROL,GJ-06,Manual,HatchBack,4
Renault Kwid,20531,1,PETROL,MH-14,Manual,HatchBack,3
Hyundai Grand i10,92736,1,PETROL,KA-09,Manual,HatchBack,9
Hyundai Grand i10,46473,1,PETROL,MH-12,Manual,HatchBack,10
Hyundai Grand i10,35251,2,PETROL,KA-19,Automatic,HatchBack,8
Ford Ecosport,74717,1,PETROL,KL-22,Manual,SUV,8
Maruti Swift,46247,2,PETROL,HR-26,Manual,HatchBack,10
Hyundai Grand i10,22025,2,PETROL,TS-07,Manual,HatchBack,7
Hyundai Grand i10,63976,1,PETROL,GJ-01,Manual,HatchBack,8
Maruti Dzire,87904,1,PETROL,TS-10,Manual,Sedan,4
Maruti Alto,19070,1,PETROL,GJ-03,Manual,HatchBack,5
Hyundai Eon,59377,1,PETROL,MH-12,Manual,HatchBack,12
Hyundai Elite i20,49994,1,PETROL,WB-02,Manual,HatchBack,8
Maruti Celerio,64247,1,PETROL,TN-01,Manual,HatchBack,8
Maruti Vitara Brezza,55927,1,DIESEL,KA-51,Automatic,SUV,6
Renault TRIBER,57406,1,PETROL,HR-10,Manual,SUV,5
Hyundai Elite i20,30534,1,PETROL,KA-53,Manual,HatchBack,7
Maruti Alto,41014,1,PETROL,KA-05,Manual,HatchBack,13
Maruti Wagon R 1.0,25425,1,PETROL,MH-03,Manual,HatchBack,6
