Car Name,Distance,Owner,Fuel,Location,Drive,Type,car_age
Volkswagen Ameo,98652,2,PETROL,DL-13,Manual,Sedan,7
Renault Kiger,8434,1,PETROL,KA-02,Manual,HatchBack,3
Hyundai NEW SANTRO,55467,2,PETROL,KA-20,Manual,HatchBack,6
Maruti Vitara Brezza,77338,1,DIESEL,KA-01,Manual,SUV,8
Toyota Innova Crysta,47338,2,DIESEL,MH-05,Manual,SUV,4
Mahindra XUV500,49648,1,DIESEL,MH-48,Automatic,Lux_SUV,8
Ford Ecosport,93866,2,DIESEL,MP-09,Manual,SUV,7
Maruti Alto K10,48487,1,PETROL,MH-12,Manual,HatchBack,13
Tata NEXON,8671,1,PETROL,TN-67,Automatic,SUV,2
Maruti Vitara Brezza,85358,1,DIESEL,TN-21,Automatic,SUV,5
Hyundai Grand i10,37755,2,PETROL,MH-43,Manual,HatchBack,10
Honda City,76275,1,PETROL,HR-06,Automatic,Sedan,8
Maruti Swift,58241,1,DIESEL,TS-07,Manual,HatchBack,9
Maruti Wagon R Stingray,24324,1,PETROL,WB-24,Manual,HatchBack,10
Hyundai Santro Xing,108467,1,CNG,MH-46,Manual,HatchBack,11
Hyundai GRAND I10 NIOS,6611,1,PETROL,MP-09,Automatic,HatchBack,3
Hyundai i10,35851,1,PETROL,KA-42,Manual,HatchBack,8
Hyundai Verna,69952,2,PETROL,MH-01,Manual,Sedan,11
Maruti Alto 800,62554,1,PETROL,KA-50,Manual,HatchBack,9
Hyundai NEW SANTRO,54826,1,CNG,DL-9C,Manual,HatchBack,3
Maruti Alto K10,53484,1,PETROL,KA-02,Manual,HatchBack,9
Maruti Wagon R 1.0,54745,1,CNG,MH-14,Manual,HatchBack,8
Hyundai Elite i20,17923,1,PETROL,DL-10,Manual,HatchBack,7
Maruti Baleno,32996,2,PETROL,KA-03,Manual,HatchBack,8
Honda City,88833,2,PETROL,HR-26,Manual,Sedan,6
Honda WR-V,71832,1,DIESEL,KA-25,Manual,SUV,7
Maruti S PRESSO,36340,1,PETROL,KA-36,Manual,HatchBack,4
Maruti Wagon R 1.0,66559,1,PETROL,GJ-27,Manual,HatchBack,10
Maruti Swift,52720,1,PETROL,MH-47,Manual,HatchBack,5
Honda City,118604,1,DIESEL,UP-78,Manual,Sedan,11
Hyundai Elite i20,30683,2,PETROL,TN-23,Manual,HatchBack,5
Maruti Alto,57850,1,CNG,MH-04,Manual,HatchBack,5
Maruti IGNIS,41861,1,PETROL,GJ-01,Manual,HatchBack,3
Maruti Swift,95774,1,PETROL,TS-13,Automatic,HatchBack,6
Maruti Swift Dzire,52515,1,PETROL,DL-12,Manual,Sedan,10
Hyundai Elite i20,43803,1,PETROL,TS-08,Manual,HatchBack,5
Hyundai Elite i20,56028,2,PETROL,TN-13,Manual,HatchBack,6
Maruti Baleno,42368,2,PETROL,GJ-15,Manual,HatchBack,6
Tata NEXON,33090,1,PETROL,TS-04,Manual,SUV,3
Maruti Alto 800,65374,1,PETROL,MH-49,Manual,HatchBack,8
Tata Harrier,35866,1,DIESEL,GJ-06,Automatic,SUV,4
Hyundai Grand i10,50681,1,PETROL,TS-07,Manual,HatchBack,7
Hyundai NEW SANTRO,85312,1,CNG,UP-32,Manual,HatchBack,4
Maruti Ciaz,15759,1,PETROL,DL-3C,Automatic,Sedan,5
Hyundai Elite i20,59352,1,PETROL,MH-02,Manual,HatchBack,10
Maruti Wagon R 1.0,31596,1,PETROL,WB-06,Manual,HatchBack,14
Honda Brio,62217,2,PETROL,MH-12,Manual,HatchBack,10
Maruti Ciaz,80318,2,PETROL,DL-3C,Manual,Sedan,8
Hyundai Eon,27243,1,PETROL,MH-15,Manual,HatchBack,6
Datsun Redi Go,72314,1,PETROL,TS-09,Automatic,HatchBack,5
Maruti Baleno,25298,1,PETROL,HR-36,Manual,HatchBack,2
Honda City,34125,1,PETROL,MH-03,Automatic,Sedan,8
Maruti Alto 800,35847,1,PETROL,MH-48,Manual,HatchBack,8
Maruti Vitara Brezza,55130,1,PETROL,MH-47,Manual,SUV,4
Volkswagen Ameo,33970,1,DIESEL,MH-12,Automatic,Sedan,7
Maruti Swift Dzire,83421,1,PETROL,DL-12,Manual,Sedan,12
Honda City,36888,2,PETROL,DL-12,Manual,Sedan,7
Datsun Redi Go,75817,1,PETROL,MH-46,Manual,HatchBack,7
Tata ALTROZ,24479,2,PETROL,KA-28,Manual,HatchBack,3
Hyundai Grand i10,27547,1,PETROL,TS-07,Manual,HatchBack,8
Hyundai Verna,117658,1,DIESEL,KA-51,Manual,Sedan,11
Renault Kiger,23725,1,PETROL,BR-01,Manual,HatchBack,3
Hyundai NEW SANTRO,17394,2,PETROL,MH-01,Manual,HatchBack,5
Maruti Swift,10056,2,PETROL,DL-8C,Manual,HatchBack,9
Hyundai Elite i20,43740,1,PETROL,HR-26,Manual,HatchBack,6
Hyundai Xcent,114715,1,CNG,GJ-18,Manual,Sedan,6
Maruti Dzire,84316,1,PETROL,DL-1C,Manual,Sedan,2
Hyundai i10,60541,2,PETROL,TN-14,Manual,HatchBack,10
Toyota URBAN CRUISER,52691,1,PETROL,PB-02,Automatic,SUV,3
Maruti Alto 800,32396,1,PETROL,HR-26,Manual,HatchBack,8
Hyundai NEW SANTRO,27222,1,PETROL,GJ-01,Manual,HatchBack,6
Maruti Swift,97383,1,PETROL,DL-1C,Manual,HatchBack,13
Tata Tiago,79688,1,CNG,MH-14,Manual,HatchBack,6
Maruti Dzire,88880,1,DIESEL,TN-04,Manual,Sedan,6
Maruti Alto K10,82482,3,PETROL,KA-41,Manual,HatchBack,11
Maruti Swift,72383,2,PETROL,GJ-01,Manual,HatchBack,12
Maruti Celerio,38673,1,CNG,MH-05,Manual,HatchBack,5
Hyundai Elite i20,56416,1,PETROL,TS-07,Manual,HatchBack,7
Maruti Wagon R 1.0,68505,1,PETROL,BR-01,Manual,HatchBack,6
Maruti Swift,27793,2,PETROL,MH-06,Manual,HatchBack,6
Hyundai i10,83946,1,PETROL,KA-05,Manual,HatchBack,11
Maruti Celerio,32777,1,PETROL,PB-65,Automatic,HatchBack,10
Maruti S PRESSO,4316,1,PETROL,WB-02,Manual,HatchBack,5
Maruti Swift,34840,1,PETROL,TS-07,Automatic,HatchBack,6
Maruti Wagon R 1.0,45572,2,CNG,MH-12,Manual,HatchBack,6
Maruti Celerio,43336,1,PETROL,KA-01,Automatic,HatchBack,9
Maruti Swift,46387,1,PETROL,HR-10,Manual,HatchBack,7
Maruti Alto K10,61596,1,PETROL,HR-26,Automatic,HatchBack,10
Maruti Swift,74756,1,DIESEL,HR-36,Manual,HatchBack,8
Renault TRIBER,23317,1,PETROL,UP-14,Manual,SUV,5
Honda City,86315,1,DIESEL,MH-08,Manual,Sedan,9
Renault Kiger,14463,1,PETROL,KA-03,Manual,HatchBack,3
Maruti S PRESSO,76980,1,PETROL,UP-32,Manual,HatchBack,4
Maruti Wagon R 1.0,20821,1,CNG,MH-47,Manual,HatchBack,8
Maruti Alto 800,68645,1,PETROL,TN-14,Manual,HatchBack,8
Maruti Baleno,31699,1,PETROL,MH-04,Manual,HatchBack,8
Maruti IGNIS,47474,2,PETROL,DL-9C,Manual,HatchBack,7
Maruti Alto 800,26737,1,PETROL,TN-22,Manual,HatchBack,7
Maruti New Wagon-R,41972,1,CNG,HR-51,Manual,HatchBack,2
Hyundai Grand i10,120542,1,CNG,MH-12,Manual,HatchBack,7
Maruti XL6,80724,1,PETROL,TS-07,Automatic,SUV,5
Hyundai i10,50789,3,PETROL,RJ-23,Manual,HatchBack,10
Maruti Celerio,44214,1,CNG,MH-14,Manual,HatchBack,9
Renault Kwid,52528,1,PETROL,MH-16,Automatic,HatchBack,7
Maruti IGNIS,31518,1,PETROL,MH-14,Automatic,HatchBack,4
Maruti Swift,70028,1,PETROL,KA-04,Automatic,HatchBack,6
Honda WR-V,38309,2,PETROL,TN-13,Manual,SUV,6
Hyundai Elite i20,10212,1,PETROL,MH-04,Manual,HatchBack,8
Ford Ecosport,54909,2,PETROL,KA-03,Automatic,SUV,8
Hyundai AURA,25157,1,PETROL,DL-12,Manual,Sedan,3
Maruti Baleno,86541,1,PETROL,HR-51,Manual,HatchBack,7
Ford FREESTYLE,36970,1,DIESEL,WB-08,Manual,SUV,6
Maruti Alto K10,46998,2,PETROL,MH-47,Manual,HatchBack,9
Honda City,75199,2,PETROL,TS-08,Manual,Sedan,7
KIA SONET,35871,1,PETROL,CH-01,Manual,SUV,4
Hyundai i20 Active,71817,1,PETROL,TS-08,Manual,HatchBack,6
Hyundai NEW SANTRO,63793,1,CNG,HR-26,Manual,HatchBack,5
Honda City,53383,2,PETROL,UP-32,Manual,Sedan,8
Hyundai Eon,36707,2,PETROL,TS-09,Manual,HatchBack,8
Maruti Wagon R 1.0,98390,1,PETROL,DL-3C,Manual,HatchBack,10
Maruti Swift,48168,1,PETROL,KA-51,Automatic,HatchBack,5
Toyota Glanza,80643,1,PETROL,TS-07,Manual,HatchBack,4
Honda Amaze,19624,1,PETROL,TS-07,Automatic,Sedan,5
Mahindra XUV 3OO,90111,1,DIESEL,TS-09,Manual,SUV,5
Tata Tiago,9722,1,PETROL,GJ-38,Automatic,HatchBack,2
Toyota YARIS,54737,1,PETROL,TS-09,Automatic,Sedan,4
Tata TIGOR,13327,2,PETROL,WB-12,Manual,Sedan,2
Honda City,30899,2,PETROL,MH-02,Automatic,Sedan,8
Maruti Swift,23815,1,PETROL,KA-02,Manual,HatchBack,12
Tata NEXON,71441,1,DIESEL,MH-43,Automatic,SUV,5
Maruti Alto,64542,1,PETROL,GJ-26,Manual,HatchBack,4
Maruti Vitara Brezza,64938,1,DIESEL,DL-9C,Manual,SUV,6
Maruti Alto K10,39922,2,PETROL,UP-32,Automatic,HatchBack,7
Hyundai Grand i10,26136,2,PETROL,KA-09,Manual,HatchBack,6
Maruti Alto,26642,1,PETROL,HR-31,Manual,HatchBack,5
Honda City,32178,1,PETROL,TN-19,Manual,Sedan,10
Honda Amaze,122321,2,DIESEL,MH-49,Manual,Sedan,6
Renault Kwid,42442,2,PETROL,RJ-02,Manual,HatchBack,7
Hyundai i20,24116,1,PETROL,DL-10,Manual,HatchBack,12
Hyundai VENUE,15237,1,PETROL,HR-98,Manual,SUV,4
Maruti Alto,25869,1,PETROL,GJ-01,Manual,HatchBack,3
Honda City,44752,1,PETROL,HR-36,Manual,Sedan,7
Maruti Swift,60379,1,PETROL,MH-03,Manual,HatchBack,10
Honda City,60478,1,CNG,TN-87,Manual,Sedan,8
Volkswagen Vento,63926,1,PETROL,MH-01,Automatic,Sedan,8
Hyundai Grand i10,56054,1,PETROL,HR-52,Manual,HatchBack,7
Honda Jazz,47077,1,PETROL,KA-51,Manual,HatchBack,8
Maruti S PRESSO,18484,1,CNG,RJ-40,Manual,HatchBack,2
Renault Kwid,48345,1,PETROL,HR-20,Manual,HatchBack,7
Hyundai Xcent,12896,1,PETROL,HR-51,Manual,Sedan,6
Maruti Baleno,17802,1,PETROL,RJ-45,Manual,HatchBack,3
Maruti Celerio,56436,1,PETROL,TN-10,Automatic,HatchBack,6
Maruti Alto,41958,1,PETROL,KA-51,Manual,HatchBack,5
Maruti Swift,35250,1,PETROL,KA-02,Manual,HatchBack,9
Hyundai Eon,26726,1,PETROL,MH-46,Manual,HatchBack,6
Honda Amaze,39071,1,PETROL,GJ-27,Manual,Sedan,8
Maruti Celerio,41859,1,PETROL,UP-14,Automatic,HatchBack,7
Maruti Alto,32972,1,CNG,RJ-02,Manual,HatchBack,3
Honda WR-V,46566,2,PETROL,TN-13,Manual,SUV,5
Maruti Swift,80882,1,DIESEL,MP-09,Manual,HatchBack,5
Maruti Ertiga,65850,1,PETROL,MH-46,Manual,SUV,8
Mahindra XUV 3OO,77451,1,PETROL,PB-03,Manual,SUV,4
Tata Tiago,68912,1,PETROL,TS-07,Manual,HatchBack,5
Hyundai GRAND I10 NIOS,5200,1,PETROL,BR-01,Manual,HatchBack,2
Maruti Wagon R Stingray,16262,2,PETROL,BR-01,Manual,HatchBack,9
Honda Amaze,58764,1,DIESEL,MH-02,Automatic,Sedan,5
Hyundai AURA,26985,1,PETROL,GJ-01,Manual,Sedan,3
Maruti Swift,43312,1,PETROL,PB-70,Manual,HatchBack,6
Hyundai VENUE,42346,1,PETROL,BR-01,Automatic,SUV,3
Toyota Corolla Altis,69981,2,PETROL,TS-10,Automatic,Lux_sedan,8
Hyundai Grand i10,38635,1,PETROL,TS-08,Automatic,HatchBack,7
Hyundai Eon,101579,2,CNG,MH-14,Manual,HatchBack,11
Mahindra XUV500,13941,1,DIESEL,GJ-01,Automatic,Lux_SUV,3
Maruti Alto 800,22780,1,PETROL,UP-16,Manual,HatchBack,7
Toyota YARIS,48094,3,PETROL,CH-01,Manual,Sedan,4
Tata PUNCH,29427,1,PETROL,GJ-01,Manual,SUV,3
Hyundai Grand i10,40924,2,CNG,TN-12,Manual,HatchBack,7
Maruti Swift,66688,2,PETROL,HR-26,Manual,HatchBack,6
Hyundai i20 Active,61047,2,PETROL,MH-43,Manual,HatchBack,7
Maruti Swift,55705,1,PETROL,KA-51,Manual,HatchBack,5
Hyundai i10,36473,1,PETROL,MH-43,Manual,HatchBack,12
Ford Ecosport,35660,2,PETROL,TN-10,Automatic,SUV,7
Maruti Baleno,38710,1,PETROL,MH-12,Manual,HatchBack,7
Maruti Vitara Brezza,25778,1,PETROL,HR-06,Manual,SUV,4
Maruti Dzire,27026,1,PETROL,DL-3C,Manual,Sedan,5
Maruti Alto,25256,1,PETROL,HR-35,Manual,HatchBack,5
Maruti Swift,67974,1,DIESEL,MH-02,Manual,HatchBack,12
Hyundai Eon,14654,1,PETROL,MH-15,Manual,HatchBack,7
Maruti Dzire,67240,2,PETROL,DL-8C,Automatic,Sedan,6
Maruti Celerio,91434,1,PETROL,TN-09,Manual,HatchBack,9
Maruti Alto 800,46318,1,PETROL,WB-08,Manual,HatchBack,10
Datsun Go,38360,1,PETROL,TN-14,Manual,HatchBack,6
Renault Duster,30241,1,PETROL,TS-09,Manual,SUV,4
Honda City,33488,1,PETROL,KA-03,Automatic,Sedan,9
Maruti Wagon R 1.0,33747,1,CNG,MH-43,Manual,HatchBack,6
Honda City,52144,2,PETROL,TN-73,Automatic,Sedan,10
Hyundai Elite i20,24616,1,PETROL,DL-7C,Manual,HatchBack,8
Renault Kwid,29472,1,PETROL,UP-52,Manual,HatchBack,6
Hyundai Grand i10,81418,1,PETROL,BR-01,Manual,HatchBack,9
Toyota Etios,38192,1,PETROL,MH-14,Manual,Sedan,11
Tata ALTROZ,24268,1,PETROL,HR-26,Manual,HatchBack,4
Hyundai NEW SANTRO,78271,1,CNG,HR-36,Manual,HatchBack,3
Honda WR-V,21850,1,PETROL,MH-02,Manual,SUV,7
Maruti Baleno,42733,1,PETROL,DL-2C,Manual,HatchBack,7
Hyundai i20,66876,2,PETROL,MH-13,Manual,HatchBack,14
Hyundai Verna,71448,3,DIESEL,RJ-20,Automatic,Sedan,7
Tata Tiago,30525,1,PETROL,PB-10,Manual,HatchBack,4
Maruti Celerio,30898,1,PETROL,KA-05,Automatic,HatchBack,7
Maruti Swift Dzire,72769,1,PETROL,MH-12,Manual,Sedan,14
Hyundai Elite i20,34637,2,PETROL,TN-05,Manual,HatchBack,7
Maruti Swift,39100,1,PETROL,KA-02,Manual,HatchBack,9
Honda City,45008,1,PETROL,GJ-06,Manual,Sedan,4
Maruti Swift,52483,1,PETROL,DL-6C,Manual,HatchBack,14
Maruti Swift,29386,1,PETROL,MH-03,Manual,HatchBack,11
Toyota Etios Liva,40697,1,PETROL,MH-05,Manual,HatchBack,13
Hyundai Grand i10,80467,1,PETROL,MH-36,Manual,HatchBack,10
Hyundai Eon,66747,2,PETROL,TN-12,Manual,HatchBack,9
Volkswagen Vento,56439,1,PETROL,MH-02,Manual,Sedan,5
Ford Ecosport,42595,1,DIESEL,MH-12,Manual,SUV,5
Hyundai Grand i10,89733,1,PETROL,HR-26,Automatic,HatchBack,7
Maruti Swift,41945,1,PETROL,GJ-01,Manual,HatchBack,5
Hyundai i10,59080,1,PETROL,MH-40,Manual,HatchBack,8
Maruti Wagon R 1.0,80863,2,PETROL,KA-05,Manual,HatchBack,9
Maruti Swift Dzire,67064,1,PETROL,UP-14,Manual,Sedan,9
Maruti Swift,113978,1,DIESEL,KA-25,Manual,HatchBack,11
Maruti Swift Dzire,72338,2,PETROL,RJ-14,Manual,Sedan,10
Honda City,63914,1,PETROL,MH-43,Manual,Sedan,9
Maruti Swift,46960,2,PETROL,HR-26,Automatic,HatchBack,3
Maruti Baleno,73659,2,PETROL,TN-15,Manual,HatchBack,4
Maruti New Wagon-R,11679,1,PETROL,KA-03,Manual,HatchBack,3
Maruti Ritz,76599,2,PETROL,AP-29,Manual,HatchBack,14
Renault TRIBER,29302,1,PETROL,TS-07,Automatic,SUV,2
Maruti IGNIS,36736,1,PETROL,GJ-14,Manual,HatchBack,7
Hyundai i10,50890,1,PETROL,KA-04,Manual,HatchBack,11
KIA SONET,49053,1,PETROL,KA-19,Manual,SUV,4
Nissan MAGNITE,11097,1,PETROL,UP-16,Manual,SUV,2
Nissan Micra Active,52046,1,PETROL,GJ-05,Manual,HatchBack,7
Renault Kwid,16983,2,PETROL,TS-35,Manual,HatchBack,3
Renault Duster,49139,1,PETROL,KA-59,Manual,SUV,4
Maruti Baleno,20543,1,PETROL,GJ-06,Manual,HatchBack,2
Hyundai Santro Xing,73091,2,PETROL,DL-4C,Manual,HatchBack,13
Maruti Vitara Brezza,36201,2,DIESEL,BR-02,Manual,SUV,7
Mahindra Thar,32009,2,DIESEL,DL-8C,Manual,SUV,5
Maruti Wagon R 1.0,94853,1,CNG,MH-04,Manual,HatchBack,10
Maruti Ciaz,108326,1,CNG,DL-2C,Manual,Sedan,8
Maruti Alto K10,60223,2,PETROL,MH-04,Manual,HatchBack,12
Honda City,54106,2,DIESEL,BR-06,Manual,Sedan,10
Maruti Baleno,44470,1,PETROL,UP-32,Manual,HatchBack,5
Maruti Wagon R Stingray,62186,1,PETROL,MH-02,Manual,HatchBack,11
Maruti Swift,56976,2,DIESEL,KA-02,Manual,HatchBack,9
Maruti Alto,55455,1,PETROL,GJ-10,Manual,HatchBack,5
Honda Jazz,49361,1,PETROL,KA-03,Automatic,HatchBack,7
Maruti Ertiga,80267,1,DIESEL,KA-04,Manual,SUV,11
Maruti Swift,49414,2,PETROL,DL-1C,Manual,HatchBack,8
Maruti Alto K10,44094,2,PETROL,KL-01,Manual,HatchBack,12
Maruti Swift Dzire,47869,1,DIESEL,RJ-45,Automatic,Sedan,8
Hyundai Grand i10,10911,2,PETROL,GJ-18,Manual,HatchBack,6
Honda Brio,62731,1,PETROL,MH-01,Manual,HatchBack,12
Maruti New Wagon-R,33889,1,CNG,DL-3C,Manual,HatchBack,3
Maruti Celerio,81177,1,PETROL,MP-05,Manual,HatchBack,10
Hyundai NEW SANTRO,68967,1,PETROL,KA-42,Manual,HatchBack,5
Maruti Ciaz,50687,1,PETROL,KA-03,Automatic,Sedan,8
Hyundai i10,97293,1,PETROL,UP-32,Manual,HatchBack,13
Mahindra BOLERO NEO,63752,1,DIESEL,TS-09,Manual,SUV,2
Tata ALTROZ,20986,1,PETROL,HR-30,Manual,HatchBack,4
Honda Brio,61544,2,PETROL,KA-03,Manual,HatchBack,12
Mahindra TUV300,115086,2,DIESEL,GJ-06,Manual,SUV,9
Honda Amaze,68647,1,PETROL,DL-3C,Manual,Sedan,6
Hyundai Grand i10,51878,1,CNG,MH-46,Manual,HatchBack,8
Renault Kwid,42155,2,PETROL,UP-78,Manual,HatchBack,6
Maruti Swift Dzire,69680,1,PETROL,HR-26,Manual,Sedan,12
Maruti Ritz,81738,1,PETROL,TN-22,Manual,HatchBack,13
Hyundai Elite i20,69698,2,PETROL,TS-07,Manual,HatchBack,7
Hyundai Elite i20,51065,1,PETROL,KA-53,Manual,HatchBack,7
Renault Kwid,72679,2,PETROL,TN-01,Manual,HatchBack,8
Tata NEXON,25216,1,DIESEL,MH-50,Automatic,SUV,4
Datsun Redi Go,37238,1,PETROL,HR-12,Manual,HatchBack,5
Maruti Dzire,69277,1,PETROL,MH-04,Manual,Sedan,4
Maruti Swift,27029,1,PETROL,GJ-27,Manual,HatchBack,3
Hyundai NEW SANTRO,83411,1,CNG,KL-42,Manual,HatchBack,5
Maruti Wagon R 1.0,35152,1,CNG,DL-8C,Manual,HatchBack,7
Hyundai Xcent,78148,1,PETROL,DL-9C,Automatic,Sedan,7
Hyundai AURA,9781,1,PETROL,HR-03,Manual,Sedan,3
Honda City,71053,1,PETROL,RJ-06,Manual,Sedan,6
Maruti Baleno,44715,1,PETROL,MH-03,Automatic,HatchBack,7
Maruti Baleno,45155,1,PETROL,UP-32,Manual,HatchBack,8
Maruti Baleno,33324,1,PETROL,KA-04,Automatic,HatchBack,7
Maruti Swift,32501,1,PETROL,HR-72,Manual,HatchBack,5
Skoda Rapid,44187,1,PETROL,MH-12,Manual,Sedan,5
Maruti Ciaz,34387,2,PETROL,DL-1C,Manual,Sedan,8
Hyundai Elite i20,21443,2,PETROL,TN-13,Manual,HatchBack,8
Maruti Swift,71735,2,CNG,MH-46,Manual,HatchBack,5
Hyundai AURA,35860,1,PETROL,UP-53,Manual,Sedan,4
Ford FREESTYLE,22473,2,PETROL,KA-51,Manual,SUV,6
Hyundai i10,57078,2,PETROL,AP-13,Manual,HatchBack,11
Maruti Swift,52509,1,PETROL,RJ-27,Manual,HatchBack,6
Hyundai Grand i10,30233,3,PETROL,DL-12,Automatic,HatchBack,10
Maruti Swift,60020,1,PETROL,KA-05,Manual,HatchBack,13
Renault Kwid,31757,2,PETROL,KA-19,Manual,HatchBack,7
Maruti Ritz,72059,2,PETROL,WB-02,Manual,HatchBack,11
Maruti Alto K10,96133,2,PETROL,MH-31,Manual,HatchBack,12
Maruti Vitara Brezza,40155,1,DIESEL,DL-9C,Automatic,SUV,5
Honda Jazz,89113,1,PETROL,MH-46,Manual,HatchBack,8
Maruti Alto K10,66286,1,PETROL,DL-14,Manual,HatchBack,6
Tata Tiago,30246,1,DIESEL,DL-7C,Manual,HatchBack,6
Maruti Baleno,88750,1,PETROL,UP-80,Manual,HatchBack,5
Hyundai Grand i10,73354,1,PETROL,HR-26,Manual,HatchBack,9
Maruti Dzire,44074,1,PETROL,KA-01,Manual,Sedan,6
Honda Amaze,31059,1,PETROL,DL-2C,Manual,Sedan,9
Toyota Corolla Altis,50952,1,DIESEL,MH-03,Manual,Lux_sedan,14
Hyundai i20 Active,55648,1,PETROL,WB-02,Manual,HatchBack,9
Honda City,66638,1,PETROL,UP-32,Manual,Sedan,8
Maruti Vitara Brezza,89151,1,DIESEL,UP-16,Automatic,SUV,6
Toyota Etios,66479,2,PETROL,DL-4C,Manual,Sedan,13
Maruti Ritz,72273,1,DIESEL,HR-36,Manual,HatchBack,10
Tata NEXON,66337,1,PETROL,MH-12,Manual,SUV,5
Hyundai Grand i10,43025,1,PETROL,GJ-27,Automatic,HatchBack,7
Maruti Swift Dzire,92341,1,DIESEL,KA-04,Manual,Sedan,10
Datsun Redi Go,33730,1,PETROL,TS-32,Manual,HatchBack,3
Hyundai Elite i20,53083,1,PETROL,HR-30,Manual,HatchBack,6
Hyundai Grand i10,45050,1,PETROL,TN-11,Manual,HatchBack,10
Maruti IGNIS,81236,1,CNG,UP-14,Automatic,HatchBack,6
Hyundai Verna,46518,2,PETROL,PB-10,Automatic,Sedan,8
Maruti Ertiga,89315,1,PETROL,HR-20,Manual,SUV,9
Hyundai Grand i10,73914,1,PETROL,UP-32,Manual,HatchBack,6
Renault Kiger,1024,1,PETROL,DL-12,Manual,HatchBack,2
Volkswagen Polo,88968,1,PETROL,MP-04,Manual,HatchBack,14
Maruti Ciaz,39534,2,PETROL,MH-14,Manual,Sedan,3
Maruti Baleno,15861,1,PETROL,DL-8C,Manual,HatchBack,7
Hyundai VENUE,36275,2,PETROL,MH-47,Automatic,SUV,4
Renault Duster,95407,2,DIESEL,MH-04,Manual,SUV,12
Maruti New Wagon-R,12132,1,PETROL,TN-20,Manual,HatchBack,2
Hyundai Grand i10,70336,1,PETROL,DL-12,Manual,HatchBack,7
Honda Jazz,57783,1,PETROL,WB-06,Automatic,HatchBack,5
Maruti Ciaz,87249,1,PETROL,MH-06,Automatic,Sedan,8
Hyundai Eon,38519,1,PETROL,MH-12,Manual,HatchBack,8
Honda Brio,83124,2,PETROL,WB-02,Manual,HatchBack,12
Maruti Wagon R 1.0,69138,2,PETROL,KA-53,Manual,HatchBack,13
Maruti Alto K10,32031,1,PETROL,HR-36,Manual,HatchBack,8
Maruti Dzire,74622,1,DIESEL,MH-04,Manual,Sedan,6
Maruti Baleno,23126,1,PETROL,GJ-27,Manual,HatchBack,5
Hyundai Elite i20,43083,1,PETROL,KA-01,Manual,HatchBack,7
Maruti IGNIS,43445,2,PETROL,GJ-01,Manual,HatchBack,6
Hyundai Grand i10,34886,2,PETROL,MH-12,Automatic,HatchBack,5
Maruti Baleno,96822,1,PETROL,TS-04,Manual,HatchBack,7
Maruti Alto 800,25202,2,PETROL,TN-02,Manual,HatchBack,7
Volkswagen Vento,56460,1,PETROL,KA-05,Automatic,Sedan,6
Maruti Swift,58703,1,PETROL,KA-02,Automatic,HatchBack,3
Maruti Wagon R 1.0,111951,1,CNG,MH-43,Manual,HatchBack,11
Maruti Wagon R 1.0,72729,2,PETROL,MH-49,Manual,HatchBack,10
Renault Kwid,38619,1,PETROL,DL-8C,Manual,HatchBack,5
Ford Ecosport,71070,1,PETROL,GJ-06,Automatic,SUV,6
Maruti BREZZA,3292,1,PETROL,KA-05,Manual,SUV,1
Maruti Dzire,99500,1,PETROL,DL-9C,Manual,Sedan,5
Hyundai Grand i10,89318,1,PETROL,GJ-18,Manual,HatchBack,9
Hyundai Elite i20,68759,1,PETROL,GJ-03,Manual,HatchBack,7
Maruti Vitara Brezza,30549,1,DIESEL,HR-30,Manual,SUV,6
Maruti Alto 800,21178,1,PETROL,KA-51,Manual,HatchBack,12
Honda Brio,40094,1,PETROL,WB-12,Manual,HatchBack,7
Maruti Swift Dzire,82298,1,PETROL,DL-4C,Manual,Sedan,8
Hyundai NEW SANTRO,34580,1,PETROL,BR-01,Manual,HatchBack,5
Hyundai Elite i20,17698,1,PETROL,DL-10,Manual,HatchBack,7
Datsun Redi Go,14135,1,PETROL,TN-05,Manual,HatchBack,3
Renault Kwid,5221,1,PETROL,DL-14,Manual,HatchBack,2
Volkswagen Polo,97912,2,PETROL,TN-12,Manual,HatchBack,7
Hyundai Grand i10,48026,1,PETROL,KA-02,Manual,HatchBack,8
Hyundai Grand i10,51461,1,PETROL,MH-12,Manual,HatchBack,10
Volkswagen Jetta,29473,1,PETROL,RJ-45,Automatic,Sedan,8
Honda WR-V,67081,1,DIESEL,TN-22,Manual,SUV,7
Hyundai Eon,79812,1,PETROL,KL-37,Manual,HatchBack,7
Renault Kwid,35070,1,PETROL,MP-04,Manual,HatchBack,5
Honda Jazz,40073,2,PETROL,KA-03,Manual,HatchBack,7
Honda Civic,44304,2,PETROL,WB-02,Automatic,Sedan,5
Volkswagen Polo,84265,2,PETROL,HR-51,Manual,HatchBack,9
Hyundai Eon,75074,1,PETROL,MP-04,Manual,HatchBack,6
Volkswagen Polo,40019,1,PETROL,TS-08,Manual,HatchBack,4
Maruti Alto 800,59903,1,PETROL,MP-04,Manual,HatchBack,11
Nissan Terrano,119803,1,DIESEL,UP-14,Automatic,SUV,7
Hyundai Elite i20,25678,1,PETROL,TN-85,Manual,HatchBack,7
Maruti Wagon R 1.0,48397,2,PETROL,TN-66,Manual,HatchBack,8
Honda Jazz,97943,1,PETROL,DL-7C,Manual,HatchBack,14
